Row(id=0, items=['Cat', 'Black', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['Medium MaturitySize'])
Row(id=6707, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=6708, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=6709, items=['Dog', 'White', 'Small MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Not Sure Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=6710, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=6711, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=6712, items=['Cat', 'Cream', 'Extra Large MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=6713, items=['Dog', 'Brown', 'Medium MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=6714, items=['Cat', 'Cream', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['Medium MaturitySize'])
Row(id=6715, items=['Dog', 'Brown', 'Large MaturitySize', 'Medium Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['Medium MaturitySize'])
Row(id=6716, items=['Cat', 'Yellow', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=6717, items=['Cat', 'Yellow', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['Medium MaturitySize'])
Row(id=6718, items=['Cat', 'Black', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=6719, items=['Cat', 'Yellow', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=6720, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=6721, items=['Cat', 'Black', 'Large MaturitySize', 'Long Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['Medium MaturitySize'])
Row(id=6722, items=['Dog', 'Black', 'Small MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=6723, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Not Sure Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['No Sterilized'])
Row(id=6724, items=['Cat', 'Brown', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=6725, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=6726, items=['Dog', 'Black', 'Large MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['Medium MaturitySize'])
Row(id=6727, items=['Cat', 'Black', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=6728, items=['Dog', 'Brown', 'Medium MaturitySize', 'Medium Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'Not Sure Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['No Sterilized'])
Row(id=6729, items=['Cat', 'Brown', 'Medium MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=6730, items=['Dog', 'Black', 'Small MaturitySize', 'Long Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=6731, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=6732, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=6733, items=['Dog', 'Cream', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=6734, items=['Cat', 'Gray', 'Small MaturitySize', 'Short Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'Not Sure Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=6735, items=['Dog', 'White', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['No Sterilized'])
Row(id=6736, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=6737, items=['Dog', 'Golden', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=6738, items=['Cat', 'Gray', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=6739, items=['Cat', 'Brown', 'Small MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['Medium MaturitySize'])
Row(id=6740, items=['Cat', 'Black', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=6741, items=['Cat', 'Black', 'Medium MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=6742, items=['Cat', 'Black', 'Medium MaturitySize', 'Long Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=6743, items=['Cat', 'Gray', 'Medium MaturitySize', 'Medium Fur', 'Not Sure Vaccinated', 'Yes Dewormed', 'Not Sure Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['No Sterilized'])
Row(id=6744, items=['Cat', 'Golden', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=6745, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=6746, items=['Cat', 'Black', 'Small MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['Medium MaturitySize'])
Row(id=6747, items=['Cat', 'Black', 'Small MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['Medium MaturitySize'])
Row(id=6748, items=['Dog', 'Golden', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=6749, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=6750, items=['Cat', 'Black', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['Medium MaturitySize'])
Row(id=6751, items=['Cat', 'Yellow', 'Small MaturitySize', 'Medium Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'Not Sure Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=6752, items=['Cat', 'Brown', 'Small MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['Medium MaturitySize'])
Row(id=6753, items=['Cat', 'Brown', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=6754, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=6755, items=['Cat', 'Cream', 'Medium MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Not Sure Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['No Sterilized'])
Row(id=6756, items=['Cat', 'Black', 'Large MaturitySize', 'Long Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['Medium MaturitySize'])
Row(id=6757, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=6758, items=['Dog', 'Yellow', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=6759, items=['Dog', 'Black', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=6760, items=['Cat', 'Golden', 'Small MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['Medium MaturitySize'])
Row(id=6761, items=['Cat', 'Black', 'Medium MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=6762, items=['Cat', 'Black', 'Small MaturitySize', 'Long Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['Medium MaturitySize'])
Row(id=6763, items=['Dog', 'Black', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=6764, items=['Dog', 'White', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=6765, items=['Cat', 'Brown', 'Small MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption on the same day'], prediction=['Medium MaturitySize'])
Row(id=6766, items=['Dog', 'Black', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=6767, items=['Cat', 'Cream', 'Small MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['Medium MaturitySize'])
Row(id=6768, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=6769, items=['Cat', 'Golden', 'Small MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['Medium MaturitySize'])
Row(id=6770, items=['Dog', 'Black', 'Medium MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=6771, items=['Cat', 'Black', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=6772, items=['Cat', 'Black', 'Large MaturitySize', 'Medium Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['Medium MaturitySize'])
Row(id=6773, items=['Dog', 'Brown', 'Small MaturitySize', 'Long Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=6774, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=6775, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['No Sterilized'])
Row(id=6776, items=['Cat', 'Cream', 'Small MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['Medium MaturitySize'])
Row(id=6777, items=['Dog', 'Black', 'Large MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Not Sure Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=6778, items=['Dog', 'Black', 'Medium MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['No Sterilized'])
Row(id=6779, items=['Cat', 'Black', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['Medium MaturitySize'])
Row(id=6780, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=6781, items=['Cat', 'Brown', 'Small MaturitySize', 'Short Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'Not Sure Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=6782, items=['Dog', 'Black', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'Yes Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=6783, items=['Cat', 'Gray', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['No Sterilized'])
Row(id=6784, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['No Sterilized'])
Row(id=6785, items=['Cat', 'Brown', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=6786, items=['Dog', 'Brown', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=6787, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=6788, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=6789, items=['Cat', 'Black', 'Small MaturitySize', 'Long Fur', 'No Vaccinated', 'Not Sure Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['Medium MaturitySize'])
Row(id=6790, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['No Sterilized'])
Row(id=6791, items=['Cat', 'Brown', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=6792, items=['Cat', 'Gray', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['Medium MaturitySize'])
Row(id=6793, items=['Dog', 'Black', 'Small MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=6794, items=['Dog', 'Brown', 'Large MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['Medium MaturitySize'])
Row(id=6795, items=['Dog', 'Brown', 'Small MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['Medium MaturitySize'])
Row(id=6796, items=['Dog', 'Golden', 'Large MaturitySize', 'Medium Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'No Sterilized', 'Minor Injury', 'Adoption within the first 3 months'], prediction=['Healthy'])
Row(id=6797, items=['Cat', 'Yellow', 'Small MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=6798, items=['Dog', 'Cream', 'Medium MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Not Sure Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption on the same day'], prediction=['No Sterilized'])
Row(id=6799, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'Not Sure Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['No Sterilized'])
Row(id=6800, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=6801, items=['Cat', 'Brown', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption on the same day'], prediction=[])
Row(id=6802, items=['Dog', 'Yellow', 'Small MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['Medium MaturitySize'])
Row(id=6803, items=['Cat', 'Golden', 'Medium MaturitySize', 'Medium Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=6804, items=['Dog', 'Brown', 'Medium MaturitySize', 'Medium Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'Not Sure Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['No Sterilized'])
Row(id=6805, items=['Dog', 'Brown', 'Medium MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=6806, items=['Dog', 'Cream', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=6807, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=6808, items=['Dog', 'Black', 'Medium MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=6809, items=['Cat', 'Yellow', 'Large MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['Medium MaturitySize'])
Row(id=6810, items=['Cat', 'Brown', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=6811, items=['Dog', 'Black', 'Small MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['Medium MaturitySize'])
Row(id=6812, items=['Dog', 'Brown', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=6813, items=['Dog', 'Golden', 'Medium MaturitySize', 'Medium Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'Not Sure Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['No Sterilized'])
Row(id=6814, items=['Dog', 'Cream', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=6815, items=['Dog', 'Cream', 'Small MaturitySize', 'Short Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['Medium MaturitySize'])
Row(id=6816, items=['Cat', 'Black', 'Small MaturitySize', 'Medium Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['Medium MaturitySize'])
Row(id=6817, items=['Cat', 'Golden', 'Small MaturitySize', 'Medium Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['No Sterilized', 'Medium MaturitySize'])
Row(id=6818, items=['Cat', 'Brown', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=6819, items=['Cat', 'Golden', 'Medium MaturitySize', 'Medium Fur', 'Not Sure Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=6820, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=6821, items=['Cat', 'Golden', 'Small MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'NaN'], prediction=['Medium MaturitySize'])
Row(id=6822, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['No Sterilized'])
Row(id=6823, items=['Cat', 'Black', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=['Medium MaturitySize'])
Row(id=6824, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=6825, items=['Cat', 'Black', 'Medium MaturitySize', 'Medium Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'Not Sure Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['No Sterilized'])
Row(id=6826, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=[])
Row(id=6827, items=['Dog', 'Brown', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=6828, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=6829, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=6830, items=['Dog', 'Cream', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=6831, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=6832, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Not Sure Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first month'], prediction=[])
Row(id=6833, items=['Dog', 'Black', 'Medium MaturitySize', 'Short Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'Not Sure Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=6834, items=['Cat', 'Black', 'Medium MaturitySize', 'Short Fur', 'No Vaccinated', 'No Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=[])
Row(id=6835, items=['Cat', 'Black', 'Small MaturitySize', 'Short Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'Adoption in the first week'], prediction=['Medium MaturitySize'])
Row(id=6836, items=['Cat', 'Yellow', 'Medium MaturitySize', 'Medium Fur', 'No Vaccinated', 'Yes Dewormed', 'No Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=[])
Row(id=6837, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'Yes Vaccinated', 'Yes Dewormed', 'Yes Sterilized', 'Healthy', 'No adoption after 100 days'], prediction=['No Sterilized'])
Row(id=6838, items=['Dog', 'Brown', 'Medium MaturitySize', 'Short Fur', 'Not Sure Vaccinated', 'Not Sure Dewormed', 'Not Sure Sterilized', 'Healthy', 'Adoption within the first 3 months'], prediction=['No Sterilized'])
